IdCliente;Ciudad;Antiguedad;PlanInternacional;BuzonDeVoz;PromMinUsadosDia;PromNumLlamadasDia;PromMinUsadosTarde;PromNumLlamadasTarde;PromMinUsadosNoche;PromNumLlamadasNoche;TotalMinsIntnl;TotalLlamadasIntnl;TotalLlamadasCallCenter;Estado
250;WY;225;No;No;182.7;142;246.5;63;218.0;103;8.8;8.8;1;Vinculado
251;VT;155;No;No;223.8;109;233.4;68;201.6;111;8.8;8.8;1;Vinculado
252;DC;96;No;No;217.8;120;139.6;109;227.7;111;11.6;11.6;0;Vinculado
253;IN;108;No;No;201.1;101;170.7;86;237.4;113;11.6;11.6;3;Vinculado
254;AL;136;No;No;109.4;91;207.5;111;135.0;107;11.6;11.6;0;Vinculado
255;MO;74;No;No;172.1;105;211.7;99;182.2;105;11.6;11.6;1;Vinculado
256;WV;139;No;No;271.6;130;156.0;131;136.3;108;11.6;11.6;2;Vinculado
257;MS;193;No;No;170.9;124;132.3;95;112.9;89;11.6;11.6;1;Vinculado
258;DC;144;No;No;133.3;101;255.5;127;228.6;68;11.6;11.6;0;Vinculado
259;WV;159;No;No;169.8;114;197.7;105;193.7;82;11.6;11.6;1;Vinculado
260;MT;96;No;No;97.6;98;105.5;118;220.2;105;11.6;11.6;1;Vinculado
261;MN;82;No;No;194.7;105;210.9;100;236.9;143;11.6;11.6;3;Vinculado
262;FL;144;No;No;278.5;95;240.7;90;120.0;90;11.6;11.6;1;Retirado
263;MA;152;No;No;216.7;70;152.7;102;181.2;99;11.6;11.6;1;Vinculado
264;KY;129;No;No;207.7;75;191.3;116;226.7;98;11.6;11.6;2;Vinculado
265;NY;76;;No;223.0;109;218.7;97;138.6;126;11.6;11.6;2;
266;NJ;125;No;No;182.3;64;139.8;121;171.6;96;11.6;11.6;2;Vinculado
267;AZ;138;No;No;240.8;104;144.5;92;125.7;98;11.6;11.6;0;Vinculado
268;PA;140;No;No;220.1;100;182.2;112;250.3;98;11.6;11.6;1;Vinculado
269;MT;21;No;No;254.3;87;215.5;95;236.3;98;11.6;11.6;1;Retirado
270;TX;50;No;No;188.9;94;203.9;104;151.8;124;11.6;11.6;3;Vinculado
271;LA;99;No;No;241.1;72;155.6;98;188.2;109;11.6;11.6;1;Vinculado
272;AL;125;No;No;169.3;90;156.0;138;210.8;106;11.6;11.6;2;Vinculado
273;DC;69;No;No;111.7;86;187.5;68;194.8;128;11.6;11.6;2;Vinculado
274;VT;101;No;No;153.8;89;234.0;89;196.3;77;11.6;11.6;4;Vinculado
275;MI;53;No;No;57.5;95;265.5;131;244.3;128;11.6;11.6;3;Vinculado
276;MA;158;No;No;214.7;112;262.9;115;228.9;68;11.6;11.6;1;Vinculado
277;MI;105;No;No;226.9;106;182.2;77;203.9;107;11.6;11.6;0;Retirado
278;KS;124;No;No;94.8;102;238.9;91;279.4;94;11.6;11.6;2;Vinculado
279;PA;101;Si;No;193.7;108;186.6;98;223.0;100;11.6;11.6;0;Vinculado
280;CA;86;No;No;234.6;102;268.3;109;195.6;102;11.6;11.6;1;Retirado
281;GA;130;No;No;211.4;91;191.0;62;207.3;109;11.6;11.6;1;Vinculado
282;ND;94;No;No;154.8;113;261.8;121;213.0;81;11.6;11.6;0;Vinculado
283;GA;131;No;No;197.0;79;201.0;114;151.2;111;11.6;11.6;1;Vinculado
284;VA;153;No;No;195.4;107;154.6;96;142.8;97;11.6;11.6;1;Vinculado
285;TN;25;No;No;114.4;114;;97;238.4;121;11.6;11.6;3;Vinculado
286;ME;88;No;No;85.7;112;221.6;70;190.6;75;11.6;11.6;4;Retirado
287;CA;111;No;No;249.8;109;242.4;106;231.8;78;11.6;11.6;0;Retirado
288;UT;162;No;No;184.5;118;224.0;95;180.5;82;11.6;11.6;1;Vinculado
289;MI;102;No;No;167.1;80;222.9;94;179.9;103;11.6;11.6;5;Vinculado
290;WV;112;No;No;261.4;108;154.5;102;130.9;90;11.6;11.6;1;Vinculado
291;WY;70;No;No;175.4;130;159.5;130;260.6;96;11.6;11.6;0;Vinculado
292;AL;171;No;No;221.5;103;109.5;58;134.6;115;11.6;11.6;1;Vinculado
293;IL;138;;No;268.4;81;174.4;115;193.5;96;11.6;11.6;1;
294;ME;124;No;No;151.6;119;198.1;93;173.4;91;11.6;11.6;3;Vinculado
295;HI;166;No;No;181.4;108;253.8;54;112.3;94;11.6;11.6;1;Vinculado
296;ME;146;No;No;174.3;113;200.7;107;281.2;145;11.6;11.6;4;Vinculado
297;IL;179;No;No;116.1;101;201.8;99;181.9;103;11.6;11.6;0;Vinculado
298;TN;69;No;No;195.3;70;216.7;108;259.9;119;12.5;12.5;3;Vinculado
299;KS;123;No;No;140.0;106;153.7;101;50.1;87;12.5;12.5;2;Vinculado
300;SD;67;No;No;284.5;104;88.6;71;171.4;93;12.5;12.5;1;Vinculado
301;WV;90;No;No;205.7;138;161.9;83;269.7;104;12.5;12.5;2;Vinculado
302;MT;100;No;No;96.5;86;210.2;133;146.4;106;12.5;12.5;1;Retirado
303;NJ;100;No;No;203.8;122;283.1;76;197.3;83;12.5;12.5;0;Vinculado
304;ME;177;No;No;232.8;106;175.2;97;212.2;77;12.5;12.5;2;Vinculado
305;ND;118;No;No;224.6;94;225.9;120;269.0;105;12.5;12.5;2;Vinculado
306;NV;22;No;No;160.4;108;218.1;88;192.9;115;12.5;12.5;1;Vinculado
307;AK;86;No;No;150.8;85;295.9;88;247.2;104;12.5;12.5;1;Vinculado
308;KY;64;Si;No;146.7;83;148.3;91;238.6;69;12.5;12.5;3;Vinculado
309;VA;34;No;No;210.4;75;205.1;108;230.5;129;12.5;12.5;1;Vinculado
310;ME;163;No;No;122.4;129;113.4;108;180.2;97;12.5;12.5;1;Vinculado
311;SC;78;No;No;168.3;110;221.2;73;241.0;136;12.5;12.5;1;Vinculado
312;KY;95;No;No;135.0;99;183.6;106;245.3;102;12.5;12.5;1;Vinculado
313;OH;98;No;No;165.0;129;202.6;113;172.3;94;12.5;12.5;1;Retirado
314;MD;103;Si;No;133.2;90;236.8;70;214.1;120;12.5;12.5;1;Retirado
315;DC;118;No;No;183.1;128;241.0;93;211.1;108;12.5;12.5;0;Vinculado
316;WV;44;No;No;213.2;85;224.0;128;137.8;74;12.5;12.5;1;Vinculado
317;WY;126;Si;No;197.6;126;246.5;112;285.3;104;12.5;12.5;2;Vinculado
318;AL;85;No;No;127.9;107;271.2;124;202.2;76;12.5;12.5;0;Vinculado
319;VA;102;No;No;62.5;68;222.2;114;142.4;96;12.5;12.5;1;Vinculado
320;NJ;135;No;No;191.7;125;284.2;100;211.7;87;12.5;12.5;0;Vinculado
321;MI;30;;No;227.4;88;182.5;100;191.7;134;12.5;12.5;0;Vinculado
322;IA;76;No;No;198.3;130;217.1;86;188.4;96;12.5;12.5;0;Vinculado
323;WI;62;No;No;86.3;84;238.7;99;238.4;79;12.5;12.5;2;Vinculado
324;FL;153;No;No;228.9;102;160.7;136;203.1;109;12.5;12.5;0;Vinculado
325;MT;171;No;No;171.9;99;249.2;95;174.9;81;12.5;12.5;1;Vinculado
326;ND;124;No;No;150.3;101;255.9;112;136.7;62;12.5;12.5;2;Vinculado
327;MO;174;No;No;235.5;108;142.3;143;316.7;131;12.5;12.5;0;Vinculado
328;KY;91;Si;No;145.0;89;175.8;102;223.7;151;16.7;16.7;2;Retirado
329;NC;110;No;No;159.5;145;202.3;101;256.0;96;16.7;16.7;2;Vinculado
330;KY;110;No;No;99.4;62;275.0;86;212.1;94;16.7;16.7;2;Vinculado
331;MD;85;Si;No;216.0;73;188.2;117;147.1;98;3.6;3.6;2;Vinculado
332;CO;108;No;No;215.6;78;195.3;119;194.4;65;3.6;3.6;1;Vinculado
333;NM;72;No;No;190.7;111;241.6;103;278.1;95;4.4;4.4;1;Vinculado
334;MS;65;No;No;136.1;112;272.9;96;220.2;104;4.4;4.4;1;Vinculado
335;MO;90;Si;No;207.1;87;208.5;87;146.0;95;4.4;4.4;2;Vinculado
336;RI;65;No;No;111.0;51;219.8;84;202.0;89;4.4;4.4;1;Vinculado
337;MA;56;No;No;253.2;95;188.0;116;142.0;133;4.4;4.4;1;Vinculado
338;NM;136;No;No;276.3;94;226.0;125;221.4;87;7.2;7.2;1;Retirado
339;MO;87;No;No;129.5;104;194.0;133;287.9;65;7.2;7.2;2;Vinculado
340;AK;115;No;No;245.2;105;159.0;109;229.9;74;7.2;7.2;0;Vinculado
341;WY;69;No;No;211.7;94;236.1;124;252.7;90;7.2;7.2;4;Vinculado
342;VT;101;No;No;0.0;0;192.1;119;168.8;95;7.2;7.2;1;Vinculado
343;OH;169;No;No;147.2;115;161.9;123;142.1;103;7.2;7.2;3;Vinculado
344;ME;174;No;No;190.3;98;252.7;70;220.6;97;7.2;7.2;2;Vinculado
345;OR;166;No;No;199.6;93;214.3;99;196.8;110;7.2;7.2;3;Vinculado
346;NV;134;No;No;107.0;146;220.0;116;149.8;108;7.2;7.2;2;Vinculado
347;FL;130;No;No;162.8;113;290.3;111;114.9;140;7.2;7.2;1;Vinculado
348;MD;88;Si;No;235.1;98;251.8;79;285.9;76;7.2;7.2;4;Retirado
349;MN;134;;No;244.1;99;246.9;111;200.0;133;7.2;7.2;0;Vinculado
350;IN;48;No;No;300.4;94;133.2;103;197.4;94;7.2;7.2;2;Vinculado
351;ID;106;No;No;160.8;73;170.4;112;249.2;131;7.2;7.2;1;Vinculado
352;TX;115;No;No;211.1;112;227.8;113;179.6;110;7.2;7.2;0;Vinculado
353;TN;80;Si;No;276.5;122;195.6;79;210.3;78;7.2;7.2;1;Retirado
354;AZ;67;No;No;210.7;116;219.2;86;179.7;83;7.2;7.2;1;Vinculado
355;OH;84;No;No;159.5;125;247.1;90;187.9;82;7.2;7.2;2;Vinculado
356;NY;94;Si;No;243.2;109;147.0;88;94.9;99;7.2;7.2;4;Vinculado
357;DC;29;No;No;182.1;92;180.4;91;206.4;128;7.2;7.2;2;Vinculado
358;VA;141;No;No;260.2;131;179.2;120;135.0;119;7.2;7.2;3;Vinculado
359;VT;75;No;No;209.4;133;211.5;121;291.2;123;7.2;7.2;1;Vinculado
360;KS;101;No;No;231.3;87;224.7;88;214.6;69;7.2;7.2;1;Vinculado
361;CT;89;No;No;82.3;77;167.2;80;194.7;70;7.2;7.2;1;Vinculado
362;TX;104;No;No;304.0;141;264.1;127;138.1;104;7.2;7.2;0;Retirado
363;NJ;94;No;No;145.4;92;172.8;103;183.9;43;9.3;9.3;2;Vinculado
364;GA;77;No;No;134.5;119;119.7;104;250.7;112;9.3;9.3;0;Vinculado
365;AK;120;No;No;178.4;97;168.3;113;120.5;93;9.3;9.3;1;Vinculado
366;OH;78;No;No;193.4;99;116.9;88;243.3;109;9.3;9.3;2;Vinculado
367;LA;109;No;No;123.0;111;237.2;103;258.8;91;9.3;9.3;1;Vinculado
368;OR;122;No;No;152.0;86;162.8;61;161.9;98;9.3;9.3;1;Vinculado
369;AK;104;No;No;174.1;97;;104;182.7;158;9.3;9.3;3;Vinculado
370;TX;65;No;No;143.6;98;187.7;96;200.2;104;9.3;9.3;3;Retirado
371;MA;160;No;No;166.8;109;236.0;117;307.6;77;9.3;9.3;1;Vinculado
372;TX;217;No;No;176.4;115;158.8;128;306.6;107;9.3;9.3;4;Vinculado
373;WI;165;No;No;156.0;88;276.1;81;175.9;94;9.3;9.3;1;Vinculado
374;NY;40;No;No;115.7;105;127.8;113;107.5;91;9.3;9.3;1;Vinculado
375;MI;76;No;No;90.5;142;211.7;75;194.9;76;9.3;9.3;1;Vinculado
376;AZ;60;No;No;98.2;88;180.5;69;223.6;69;9.3;9.3;2;Vinculado
377;WY;43;;No;251.5;105;212.8;104;157.8;67;9.3;9.3;0;Vinculado
378;VT;120;No;No;221.3;106;267.6;98;111.5;80;9.3;9.3;0;Vinculado
379;AR;115;No;No;139.3;89;192.3;95;151.0;75;9.3;9.3;7;Retirado
380;TN;161;No;No;198.0;90;186.4;102;219.2;90;9.3;9.3;1;Vinculado
381;CA;19;No;No;146.8;99;190.5;101;146.1;68;9.3;9.3;0;Vinculado
382;ID;72;Si;No;101.0;110;240.0;70;333.5;105;11.1;11.1;0;Vinculado
383;GA;120;No;No;98.2;99;186.7;85;146.7;96;9.3;9.3;2;Vinculado
384;MT;108;No;No;108.6;128;325.2;97;173.6;67;9.3;9.3;0;Vinculado
385;MN;55;No;No;175.6;147;161.8;118;289.5;55;9.3;9.3;0;Vinculado
386;OH;145;No;No;185.9;106;209.7;112;224.7;87;9.3;9.3;2;Vinculado
387;OH;82;No;No;207.2;114;163.7;97;192.8;79;9.3;9.3;7;Vinculado
388;ME;78;No;No;211.4;105;249.9;77;199.6;129;9.3;9.3;2;Vinculado
389;AL;91;No;No;271.9;106;231.9;116;247.0;110;9.3;9.3;1;Retirado
390;KY;58;No;No;247.2;116;303.7;103;105.4;94;9.3;9.3;2;Retirado
391;CT;161;No;No;151.2;89;228.4;117;169.3;107;9.3;9.3;2;Vinculado
392;CT;87;No;No;240.0;83;134.1;106;189.1;84;9.3;9.3;0;Retirado
393;WV;107;No;No;123.1;100;158.4;82;256.1;82;9.3;9.3;0;Vinculado
394;TX;28;No;No;159.7;79;216.7;131;206.7;116;9.3;9.3;2;Vinculado
395;NC;190;No;No;182.2;101;212.3;95;233.0;123;9.3;9.3;2;Vinculado
396;FL;22;No;No;181.8;108;198.6;148;206.6;96;9.3;9.3;2;Vinculado
397;DE;108;No;No;169.6;99;264.1;87;206.3;78;9.3;9.3;0;Vinculado
398;MT;80;No;No;198.1;160;156.7;87;182.1;76;9.3;9.3;3;Vinculado
399;WA;29;No;No;157.4;122;145.0;75;281.8;92;9.3;9.3;1;Vinculado
400;AK;127;No;No;182.3;124;169.9;110;184.0;116;9.3;9.3;1;Vinculado
401;WI;92;Si;No;264.3;91;160.9;115;198.6;73;9.3;9.3;0;Vinculado
402;UT;96;No;No;160.2;117;267.5;67;228.5;68;9.3;9.3;2;Vinculado
403;OR;69;No;No;243.3;101;109.2;99;176.9;138;9.3;9.3;0;Vinculado
404;KS;92;No;No;325.4;73;127.8;100;209.9;98;9.3;9.3;1;Retirado
405;AK;130;;No;242.5;101;102.8;114;142.4;89;9.3;9.3;2;Vinculado
406;KS;85;No;No;164.0;111;229.4;108;220.7;105;9.3;9.3;1;Vinculado
407;NH;111;No;No;197.1;117;227.8;128;214.0;101;9.3;9.3;0;Vinculado
408;NM;127;Si;No;256.5;87;222.1;101;156.7;122;13.0;13.0;1;Vinculado
409;MD;86;No;No;226.3;88;223.0;107;255.6;92;13.0;13.0;4;Vinculado
410;WV;21;No;No;91.9;109;198.4;111;171.7;125;13.0;13.0;2;Vinculado
411;DC;63;No;No;83.0;64;177.0;106;245.7;89;13.0;13.0;0;Vinculado
412;WY;139;No;No;192.8;104;234.4;96;203.2;101;13.0;13.0;3;Vinculado
413;HI;105;No;No;227.4;121;268.5;89;143.3;82;13.0;13.0;1;Vinculado
414;MT;73;No;No;160.1;110;213.3;72;174.1;72;13.0;13.0;0;Vinculado
415;TX;79;No;No;144.0;90;135.8;91;212.4;129;13.0;13.0;1;Vinculado
416;UT;83;No;No;208.9;71;214.8;92;247.9;108;13.0;13.0;1;Vinculado
417;TX;126;No;No;190.9;143;149.7;72;191.4;87;13.0;13.0;1;Vinculado
418;CT;90;No;No;175.9;111;285.2;115;150.8;122;13.0;13.0;1;Vinculado
419;NJ;85;No;No;232.1;130;150.7;75;253.9;77;13.0;13.0;0;Vinculado
420;VA;103;No;No;167.8;121;212.9;123;208.2;73;13.0;13.0;5;Vinculado
421;CA;136;No;No;132.4;110;254.1;81;176.5;100;13.0;13.0;2;Vinculado
422;MT;143;No;No;172.3;97;174.0;108;188.2;119;13.0;13.0;2;Vinculado
423;NJ;97;No;No;259.6;138;233.9;91;140.6;119;13.0;13.0;1;Vinculado
424;CT;94;No;No;206.1;49;224.6;115;256.7;74;13.0;13.0;1;Vinculado
425;ME;119;No;No;73.7;66;160.5;132;214.2;67;13.0;13.0;3;Vinculado
426;KY;104;No;No;130.5;77;131.2;117;264.7;63;13.0;13.0;0;Vinculado
427;IL;87;No;No;231.3;105;171.7;108;67.7;136;13.0;13.0;1;Vinculado
428;KS;132;No;No;190.1;105;182.2;116;279.8;105;13.0;13.0;1;Vinculado
429;TX;73;No;No;224.4;90;159.5;88;192.8;74;13.0;13.0;1;Vinculado
430;PA;104;No;No;186.8;102;176.3;114;222.2;84;13.0;13.0;0;Vinculado
431;SD;158;No;No;98.2;87;198.3;71;246.0;99;13.0;13.0;2;Vinculado
432;OR;33;Si;No;190.6;100;161.7;104;189.9;136;13.0;13.0;1;Vinculado
433;DE;97;;No;169.2;91;224.6;122;108.0;115;13.0;13.0;1;Vinculado
434;KY;98;No;No;189.8;113;271.5;111;218.9;96;13.0;13.0;1;Vinculado
435;MO;160;No;No;171.2;103;243.5;121;178.2;92;13.0;13.0;2;Vinculado
436;SD;87;Si;No;207.8;113;182.2;129;163.4;98;13.0;13.0;1;Vinculado
437;ND;51;No;No;227.2;89;194.4;106;243.4;126;14.9;14.9;0;Vinculado
438;OH;96;No;No;106.6;128;284.8;87;178.9;92;14.9;14.9;1;Vinculado
439;MO;58;No;No;149.4;145;196.5;105;209.5;108;14.9;14.9;1;Vinculado
440;ND;118;No;No;77.6;113;126.9;75;191.0;79;14.9;14.9;1;Vinculado
441;WY;113;No;No;158.4;107;142.2;104;174.7;108;14.9;14.9;0;Vinculado
442;NY;68;No;No;267.9;80;145.4;143;273.3;119;14.9;14.9;3;Retirado
443;AK;71;No;No;185.0;84;232.5;129;191.1;82;14.9;14.9;3;Vinculado
444;AZ;70;No;No;104.7;112;82.2;104;169.4;110;15.8;15.8;3;Vinculado
445;RI;99;No;No;217.2;112;246.7;89;226.1;89;15.8;15.8;3;Vinculado
446;NM;116;No;No;179.0;81;200.0;116;168.6;74;15.8;15.8;1;Vinculado
447;AL;102;No;No;224.7;81;129.4;112;167.6;109;15.8;15.8;1;Vinculado
448;WY;131;No;No;110.9;74;115.6;90;190.5;114;15.8;15.8;1;Vinculado
449;OH;83;No;No;337.4;120;227.4;116;153.9;114;15.8;15.8;0;Retirado
450;ID;103;No;No;174.7;151;148.0;56;168.2;109;15.8;15.8;6;Retirado
451;AK;132;No;No;181.1;121;314.4;109;246.7;81;4.2;4.2;2;Vinculado
452;MA;97;No;No;217.6;81;320.5;51;150.7;110;4.2;4.2;0;Vinculado
453;MA;87;No;No;186.9;79;182.6;105;143.1;90;4.2;4.2;1;Vinculado
454;OH;65;No;No;245.7;139;241.9;113;285.3;117;4.2;4.2;4;Retirado
455;IL;119;No;No;197.2;111;168.1;78;209.8;84;4.2;4.2;1;Vinculado
456;ND;98;No;No;187.2;127;195.6;88;181.8;129;5.1;5.1;1;Vinculado
457;DC;126;No;No;161.4;110;220.6;125;249.2;78;5.1;5.1;0;Vinculado
458;UT;195;No;No;63.2;108;220.2;88;184.0;99;5.1;5.1;0;Vinculado
459;UT;100;No;No;185.0;122;182.5;92;274.9;92;5.1;5.1;1;Vinculado
460;IL;48;No;No;198.2;73;202.8;115;146.4;73;5.1;5.1;1;Vinculado
461;NH;146;;No;115.6;77;213.6;100;218.4;72;10.7;10.7;1;Vinculado
462;NE;127;No;No;135.5;110;146.0;116;208.0;88;10.7;10.7;2;Vinculado
463;ME;70;No;No;169.1;48;219.8;62;193.5;105;10.7;10.7;3;Vinculado
464;NY;209;No;No;153.7;105;188.6;87;200.8;95;10.7;10.7;0;Vinculado
465;NH;138;No;No;157.5;96;271.7;107;138.2;84;10.7;10.7;2;Vinculado
466;KS;137;No;No;230.2;113;220.4;79;204.7;111;10.7;10.7;4;Vinculado
467;WV;21;No;No;91.9;109;198.4;111;171.7;125;13.0;13.0;2;Vinculado
468;PA;53;No;No;205.1;86;160.5;95;149.5;142;10.7;10.7;3;Vinculado
469;ND;90;No;No;169.4;127;157.2;111;172.4;103;10.7;10.7;1;Vinculado
469;ND;90;No;No;169.4;127;157.2;111;172.4;103;10.7;10.7;1;Vinculado
471;MT;16;No;No;153.2;65;229.7;90;148.2;94;10.7;10.7;1;Vinculado
472;TX;73;No;No;286.4;109;178.2;67;214.2;152;10.7;10.7;1;Retirado
473;NC;92;No;No;192.1;87;193.0;122;133.4;79;10.7;10.7;1;Vinculado
474;IL;131;No;No;263.4;123;151.9;74;218.5;101;10.7;10.7;2;Vinculado
475;WA;65;No;No;183.4;63;183.6;80;153.5;83;10.7;10.7;4;Retirado
476;TX;208;No;No;326.5;67;176.3;113;181.7;102;10.7;10.7;2;Retirado
477;WV;112;Si;No;161.9;138;200.9;114;134.0;134;10.7;10.7;1;Vinculado
478;MT;106;No;No;169.4;107;197.2;71;202.2;79;10.7;10.7;1;Vinculado
479;NM;29;No;No;262.0;112;82.7;60;195.1;120;10.7;10.7;1;Vinculado
480;WV;121;No;No;103.3;110;129.1;82;167.1;113;10.7;10.7;0;Vinculado
481;MN;132;No;No;121.5;88;253.0;124;195.7;120;10.7;10.7;1;Vinculado
482;UT;93;No;No;174.1;127;176.8;73;240.0;111;10.7;10.7;0;Vinculado
483;CA;73;No;No;137.6;113;179.7;75;172.8;71;10.7;10.7;1;Retirado
484;PA;69;No;No;228.2;70;263.7;80;142.6;60;10.7;10.7;3;Vinculado
485;KS;43;No;No;27.0;117;160.9;97;279.5;96;10.7;10.7;3;Vinculado
486;OR;103;No;No;185.8;118;86.8;84;208.4;115;10.7;10.7;1;Vinculado
487;AR;74;No;No;201.4;112;109.6;71;200.2;135;10.7;10.7;1;Vinculado
488;RI;75;No;No;122.8;89;211.3;104;261.4;91;10.7;10.7;2;Vinculado
489;VT;80;;No;160.6;103;237.0;109;245.1;88;10.7;10.7;1;Vinculado
490;NY;131;No;No;264.2;118;180.0;89;223.9;104;10.7;10.7;2;Vinculado
491;NM;104;No;No;164.2;109;155.4;90;168.9;117;10.7;10.7;1;Vinculado
492;OR;149;No;No;114.5;103;228.8;100;135.8;74;10.7;10.7;0;Vinculado
493;RI;87;Si;No;134.2;80;165.0;71;173.1;102;10.7;10.7;0;Vinculado
494;WY;215;No;No;83.6;148;120.9;91;226.6;110;10.7;10.7;0;Vinculado
495;VA;44;No;No;204.6;117;205.2;94;164.6;84;10.7;10.7;0;Vinculado
496;NV;113;No;No;245.3;108;259.9;140;204.3;115;10.7;10.7;3;Retirado
497;KY;122;No;No;128.9;136;244.4;133;148.7;133;10.7;10.7;0;Vinculado
498;MS;140;No;No;265.0;100;147.6;89;247.7;94;10.7;10.7;1;Vinculado
